ID,Title,Subtitle,ImageURL,LinkURL,Embed_ID,Type,Skill,Questions,AnswerOptions,RightAnswer
1,11 Essential Non-Technical Product Management Skills,"Like a CEO, a PM must also master non-technical - but no less challenging - skills in order to ensure their product's (and company's) success.",non-technical-product-management-skills-1366x683-1.jpg,http://community.uservoice.com/blog/non-technical-product-management-skills/,,WebPage,Product_Market_Fit,Which one of these is not an essential product management skill,1:Business Acumen|2:Persuassion|3:General fitness,3
2,The Top 5 Technical Skills Every Product Manager Should Know,You are kind of the mini-CEO - with all of the responsibility?but without any of the authority,software-team-sport-climbing-800x518-768x497.jpg,http://community.uservoice.com/blog/technical-skills-every-product-manager-should-know/,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
3,Managing Cross-Functional Teams,Cross-functional teams are significantly different from teams that are aligned on one functional level.  ,24_VR_1927889_Garry_2x1.jpg,https://www.mindtools.com/pages/article/newTMM_30.htm,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
4,Minimize Your time to Product Market fit,Product market fit is a key ask for good product managers,car.png,http://andrewchen.co/ttpmf-time-to-product-market-fit/,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
5,How To Use 10 Psychological Theories To Persuade People,Influence your audience without feeling sleazy about it with these tips on social media.,3030173-poster-p-1-3030173-work-smart-how-to-use-10-psychological-theories-to-persuade-people.jpg,https://www.fastcompany.com/3030173/work-smart/how-to-use-10-psychological-theories-to-persuade-people,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
6,Can Counter Experience Bias,"Product management can seem like a solitary journey at times, as you are the only person 100% focused on the fate of a particular product or feature.",product-management-experience-bias-communication-750x400.jpg,https://community.uservoice.com/blog/product-managers-counter-experience-bias/,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
7,How to Onboard Junior Product Managers for Success,"It would be easy to view these new product managers as a distraction from your own daily grind, or even as competition, but this short-sighted view doesn't do anyone any favors",onboarding-junior-product-manager-1.jpg,https://community.uservoice.com/blog/onboarding-junior-product-managers/,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
8,Make thinks people want ,"There are many advantages of launching quickly, but the most important may be that once you have users, the tamagotchi effect kicks in. ",3030173-poster-p-1-3030173-work-smart-how-to-use-10-psychological-theories-to-persuade-people.jpg,http://www.paulgraham.com/good.html,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
9,Building an Effective Team,"Everyone brings unique talents and strengths to the table, no-one is playing politics or bickering, and there's just enough competitive spirit to bring out the best in everyone. ",onboarding-junior-product-manager-1.jpg,https://www.mindtools.com/pages/article/building-effective-teams.htm,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
10,Building an Effective Team,"Everyone brings unique talents and strengths to the table, no-one is playing politics or bickering, and there's just enough competitive spirit to bring out the best in everyone. ",onboarding-junior-product-manager-1.jpg,https://www.mindtools.com/pages/article/building-effective-teams.htm,,WebPage,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
11,Alan Chiu: Nailing Product-Market Fit,Takeaways from the Stanford Graduate School of Business Entrepreneur Symposium 2015.,https://i.ytimg.com/vi/4hpP88Z16KM/hqdefault.jpg,https://www.youtube.com/watch?v=4hpP88Z16KM,4hpP88Z16KM,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
12,Tools for Entrepreneurs: Finding Product Market Fit,"Google for Entrepreneurs and General Assembly have partnered up to create ""Tools for Entrepreneurs,"" video classes for entrepreneurs to grow their skills and grow their businesses. ",https://i.ytimg.com/vi/c-ruOFVG078/hqdefault.jpg,https://www.youtube.com/watch?v=c-ruOFVG078,c-ruOFVG078,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
13,"Dan Olsen, A Playbook for Achieving Product-Market Fit, LSC15","Everyone working on a new product is trying to achieve the same goal: product-market fit. Although product-market fit is one of the most important Lean Startup concepts, it’s also the least well defined. Dan ",https://i.ytimg.com/vi/vMu85j3E6oI/hqdefault.jpg,https://www.youtube.com/watch?v=vMu85j3E6oI,vMu85j3E6oI,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
14,Ash Maurya - 10 Steps to Product / Market Fit - Pioneers Festival 2012,,https://i.ytimg.com/vi/Nhl5nzUNQCA/hqdefault.jpg,https://www.youtube.com/watch?v=Nhl5nzUNQCA,Nhl5nzUNQCA,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
15,Marc Andreessen: Product Vs. Business,"The Business Insider presents Innovation: a series of interviews with today's most innovative business leaders, sponsored by Mercedes-Benz. Marc Andreessen,",https://i.ytimg.com/vi/zfOsP3PmI1U/hqdefault.jpg,https://www.youtube.com/watch?v=zfOsP3PmI1U,zfOsP3PmI1U,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
16,10 Steps to Product-Market Fit,"Product/Market Fit is first significant milestone that matters. But while we know what Product/Market Fit should feel like, we don't quite know how to get there. ",https://i.ytimg.com/vi/1Ge_bb8JJ90/hqdefault.jpg,https://www.youtube.com/watch?v=1Ge_bb8JJ90,1Ge_bb8JJ90,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
17,Startup Workshop #1: Product-Market-Fit,"The hunt for finding product/market fit in an early-stage startup is an elusive one, often fraught with chaos, and certainly never easy.",https://i.ytimg.com/vi/F9aG_8CwSMM/hqdefault.jpg,https://www.youtube.com/watch?v=F9aG_8CwSMM,F9aG_8CwSMM,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
18,How to find Product Market Fit,Customer Development Labs,https://i.ytimg.com/vi/iq-dk2xBUr8/hqdefault.jpg,https://www.youtube.com/watch?v=iq-dk2xBUr8,iq-dk2xBUr8,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
19,The Three Fatal traps between MVP and Product-Market Fit by Matt Clifford,"Matt (@matthewclifford) is co-founder and CEO of Entrepreneur First, Europe's leading accelerator for technical founders.",https://i.ytimg.com/vi/19G99_sWApI/hqdefault.jpg,https://www.youtube.com/watch?v=19G99_sWApI,19G99_sWApI,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
20,Pivoting: Finding Product/Market Fit from Startup to Public Company,A presentation from the first alumni-organized and focused Yale Entrepreneurs and Investors Conference in San Francisco ,https://i.ytimg.com/vi/-6EAmhlV6RQ/hqdefault.jpg,https://www.youtube.com/watch?v=-6EAmhlV6RQ,-6EAmhlV6RQ,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
21,Startup Workshop #1: Product-Market-Fit,What is Product/Market Fit? Why is it the Holy Grail of entrepreneurship?,https://i.ytimg.com/vi/F9aG_8CwSMM/hqdefault.jpg,https://www.youtube.com/watch?v=F9aG_8CwSMM,F9aG_8CwSMM,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
22,"How to Get to Product/Market Fit - by Côme Courteault, Growth Hacker at TheFamily","By Côme Courteault (http://twitter.com/c2prods)
You can find the slides here: http://www.slideshare.net/_TheFamily/...
",https://i.ytimg.com/vi/DZ9Ri75eyo0/hqdefault.jpg,https://www.youtube.com/watch?v=DZ9Ri75eyo0,DZ9Ri75eyo0,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
23,Do You Have Product Market Fit? It's All About Retention,Startup growth isn't just about driving users through your funnel. You need retention if you want your startup to survive.,https://i.ytimg.com/vi/bpnYFG1-rdk/hqdefault.jpg,https://www.youtube.com/watch?v=bpnYFG1-rdk,bpnYFG1-rdk,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
24,Growth Hacking Demystified: Product/Market Fit,What is Growth Hacking? How can you take some many great concepts from growth hackers and growth hacking and apply them into your business? Watch the video and find out!,https://www.youtube.com/watch?v=wBQefhothZQ,https://www.youtube.com/watch?v=wBQefhothZQ,wBQefhothZQ,YouTube,Product_Market_Fit,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
25,"Another perspective on SCRUM
",A light hearted look at what implementing SCRUM means for an organization - from the perspective of a Product Management team.,https://i.ytimg.com/vi/Sygm9x9sBEo/hqdefault.jpg,https://www.youtube.com/watch?v=Sygm9x9sBEo,Sygm9x9sBEo,YouTube,Product Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
26,Something,Something Else,https://i.ytimg.com/vi/orrzWddJzV0/hqdefault.jpg,https://www.youtube.com/watch?v=orrzWddJzV0,orrzWddJzV0,YouTube,Product Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
27,Google Ventures workshop: Lean product management,"Google Ventures Startup Lab | What is Lean Product Management? Dan Olsen, a startup veteran and leading PM voice, d",https://i.ytimg.com/vi/mIBccpqUcgY/hqdefault.jpg,https://www.youtube.com/watch?v=mIBccpqUcgY,mIBccpqUcgY,YouTube,Product Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
28,The Expert (Short Comedy Sketch),"Funny business meeting illustrating how hard it is for an engineer to fit into the corporate world! Starring: Orion Lee, James Marlowe, Abdiel LeRoy, Ewa Wojcik, Tatjana Sendzimir.",https://i.ytimg.com/vi/BKorP55Aqvg/hqdefault.jpg,https://www.youtube.com/watch?v=BKorP55Aqvg,BKorP55Aqvg,YouTube,Product Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
29,The Future of Product Management — Janice Fraser,"This is a thought piece and call to action for product managers in the software industry. In this talk, Janice leverages principles from Lean Startup, Agile, a",https://i.ytimg.com/vi/f116MblyZbQ/hqdefault.jpg,https://www.youtube.com/watch?v=f116MblyZbQ,f116MblyZbQ,YouTube,Product Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
30,HOW TO BE MORE INFLUENTIAL," INVISIBLE INFLUENCE BY JONAH BERGER, PhD",https://i.ytimg.com/vi/qR1znZ1rnPc/hqdefault.jpg,https://www.youtube.com/watch?v=qR1znZ1rnPc,qR1znZ1rnPc,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
31,HOW TO BE LESS STUPID,HOW TO BE LESS STUPID - EPISODE 2 - LOGICAL FALLACIES,https://i.ytimg.com/vi/ZY7Ww5924/hqdefault.jpg,https://www.youtube.com/watch?v=ZY7Ww5924,ZY7Ww5924,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
32,HOW TO BE LESS STUPID,EPISODE 1 - LOGICAL FALLACIES,https://i.ytimg.com/vi/JG1900XhKs0/hqdefault.jpg,https://www.youtube.com/watch?v=JG1900XhKs0,JG1900XhKs0,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
33,EGO IS THE ENEMY,BY RYAN HOLIDAY,https://i.ytimg.com/vi/aDsHnNc3sC4/hqdefault.jpg,https://www.youtube.com/watch?v=aDsHnNc3sC4,aDsHnNc3sC4,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
34,POSITIVE PSYCHOLOGY,"HAPPIER BY TAL BEN-SHAHAR, PhD",https://i.ytimg.com/vi/74Wei0-vAZs/hqdefault.jpg,https://www.youtube.com/watch?v=74Wei0-vAZs,74Wei0-vAZs,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
35,EVERYTHING THAT'S WRONG WITH YOUR BEHAVIOR AND WHY, THE TRUTH BY NEIL STRAUSS,https://i.ytimg.com/vi/DQA0ec39HNc/hqdefault.jpg,https://www.youtube.com/watch?v=DQA0ec39HNc,DQA0ec39HNc,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
36,HOW TO MAKE MORE THAN A HARVARD MBA,HOW TO MAKE MORE THAN A HARVARD MBA,https://i.ytimg.com/vi/SGBobDkltzo/hqdefault.jpg,https://www.youtube.com/watch?v=SGBobDkltzo,SGBobDkltzo,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
37,HOOKED: HOW TO BUILD HABIT-FORMING PRODUCTS,BY NIR EYAL ANIMATED - NARRATED BY NIR EYAL,https://i.ytimg.com/vi/hVDN2mjJpb8/hqdefault.jpg,https://www.youtube.com/watch?v=hVDN2mjJpb8,hVDN2mjJpb8,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
38,SECRETS OF THE MILLIONAIRE MIND BY T. HARV EKER ,SECRETS OF THE MILLIONAIRE MIND BY T. HARV EKER ,https://i.ytimg.com/vi/Hy00UFVyhnI/hqdefault.jpg,https://www.youtube.com/watch?v=Hy00UFVyhnI,Hy00UFVyhnI,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
39,A PRAGMATIC GUIDE TO THE POWER OF NOW BY ECKHART TOLLE ANIMATED,A PRAGMATIC GUIDE TO THE POWER OF NOW BY ECKHART TOLLE ANIMATED,https://i.ytimg.com/vi/ykmwCyHlDXM/hqdefault.jpg,https://www.youtube.com/watch?v=ykmwCyHlDXM,ykmwCyHlDXM,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
40,HOW TO HAVE MORE WILLPOWER - THE WILLPOWER INSTINCT,BY KELLY MCGONIGAL ANIMATED BOOK REVIEW,https://i.ytimg.com/vi/JH2F805BJeE/hqdefault.jpg,https://www.youtube.com/watch?v=JH2F805BJeE,JH2F805BJeE,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
41,CONTAGIOUS: WHY THINGS CATCH ON BY JONAH BERGER,CONTAGIOUS: WHY THINGS CATCH ON BY JONAH BERGER,https://i.ytimg.com/vi/HfSs_hOAkzY/hqdefault.jpg,https://www.youtube.com/watch?v=HfSs_hOAkzY,HfSs_hOAkzY,YouTube,Personality_Development,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
42,The Difference Between a Program Manager and a Project Manager,Project Management Videos,https://i.ytimg.com/vi/XyT1wzkfgok/hqdefault.jpg,https://www.youtube.com/watch?v=XyT1wzkfgok,XyT1wzkfgok,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
43,"Top 10 Terms Project Managers Use
",,https://i.ytimg.com/vi/7c8xP1gRIWs/hqdefault.jpg,https://www.youtube.com/watch?v=7c8xP1gRIWs,7c8xP1gRIWs,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
44,Program Management Methodology - PgMP Certification Overview,,https://i.ytimg.com/vi/jLMc-200LfU/hqdefault.jpg,https://www.youtube.com/watch?v=jLMc-200LfU,jLMc-200LfU,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
45,The Basics of Good Project Management,,https://i.ytimg.com/vi/5d16JwWwjKo/hqdefault.jpg,https://www.youtube.com/watch?v=5d16JwWwjKo,5d16JwWwjKo,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
46,What is Program & Project Portfolio Management?,"AIMS, UK",https://i.ytimg.com/vi/5JGvSzkzs2k/hqdefault.jpg,https://www.youtube.com/watch?v=5JGvSzkzs2k,5JGvSzkzs2k,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
47,Technical Program Management at Facebook,,https://i.ytimg.com/vi/Oy853gGAysw/hqdefault.jpg,https://www.youtube.com/watch?v=Oy853gGAysw,Oy853gGAysw,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
48,Top 13 Project Management Skills All Project Managers Need,,https://i.ytimg.com/vi/5Hi3t2bMN7A/hqdefault.jpg,https://www.youtube.com/watch?v=5Hi3t2bMN7A,5Hi3t2bMN7A,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
49,Agile Project Management,,https://i.ytimg.com/vi/nrfl6GAQy2s/hqdefault.jpg,https://www.youtube.com/watch?v=nrfl6GAQy2s,nrfl6GAQy2s,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
50,Six Metrics and KPI's for Successful Project Management,Project Management Software - Easy Projects,https://i.ytimg.com/vi/fA1qQwZ0nc4/hqdefault.jpg,https://www.youtube.com/watch?v=fA1qQwZ0nc4,fA1qQwZ0nc4,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
51,Project Management Tutorial: Introduction to Project Management,Project Management Tutorial: Introduction to Project Management,https://i.ytimg.com/vi/LQmZw-HrHeo/hqdefault.jpg,https://www.youtube.com/watch?v=LQmZw-HrHeo,LQmZw-HrHeo,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
52,"Project Management | Docs, Keep, Sheets, Calendar | The Apps Show","Project Management | Docs, Keep, Sheets, Calendar | The Apps Show",https://i.ytimg.com/vi/GI1htZgVfL8/hqdefault.jpg,https://www.youtube.com/watch?v=GI1htZgVfL8,GI1htZgVfL8,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
53,4 Top Project Financial Management Tips - Project Management Finance,4 Top Project Financial Management Tips - Project Management Finance,https://i.ytimg.com/vi/5DybRTTvrmY/hqdefault.jpg,https://www.youtube.com/watch?v=5DybRTTvrmY,5DybRTTvrmY,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
54,"How to Nail a Project Management Interview
",,https://i.ytimg.com/vi/v4zmB1fs_CQ/hqdefault.jpg,https://www.youtube.com/watch?v=v4zmB1fs_CQ,v4zmB1fs_CQ,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
55,Program Management Webinar Video,,https://i.ytimg.com/vi/5i1QI7XqrYs/hqdefault.jpg,https://www.youtube.com/watch?v=5i1QI7XqrYs,5i1QI7XqrYs,YouTube,Program_Management,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
57,Harvard i-lab | Startup Secrets: Go to Market Strategies,,https://i.ytimg.com/vi/rqi-n0hA4uo/hqdefault.jpgr,https://www.youtube.com/watch?v=rqi-n0hA4uo,rqi-n0hA4uo,YouTube,Go_To_Market,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
58,The 7 Essential Elements of a Killer Go-to Market Strategy,,https://i.ytimg.com/vi/d8GYM6kNy10/hqdefault.jpgr,https://www.youtube.com/watch?v=d8GYM6kNy10,d8GYM6kNy10,YouTube,Go_To_Market,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
59,Steve Jobs about go to market strategy,,https://i.ytimg.com/vi/3BNGMMc3Bgc/hqdefault.jpgr,https://www.youtube.com/watch?v=3BNGMMc3Bgc,3BNGMMc3Bgc,YouTube,Go_To_Market,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
60,Go-To-Market Strategy Template,,https://i.ytimg.com/vi/cwCrvY2mBW4/hqdefault.jpgr,https://www.youtube.com/watch?v=cwCrvY2mBW4,cwCrvY2mBW4,YouTube,Go_To_Market,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
61,Go-To-Market Strategy - Entrepreneurship 101 2013/14,,https://i.ytimg.com/vi/bfOcaG5e4pA/hqdefault.jpgr,https://www.youtube.com/watch?v=bfOcaG5e4pA,bfOcaG5e4pA,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
62,3 Minute Product Manager: Long-term Product Roadmaps,,https://i.ytimg.com/vi/Yu_1EgETyko/hqdefault.jpgr,https://www.youtube.com/watch?v=Yu_1EgETyko,Yu_1EgETyko,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
63,Product Roadmaps: Creating a Compelling Vision,,https://i.ytimg.com/vi/FpYGtA3lBsI/hqdefault.jpgr,https://www.youtube.com/watch?v=FpYGtA3lBsI,FpYGtA3lBsI,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
64,"Product Roadmap Template
",,https://i.ytimg.com/vi/0v_usBHmjT0/hqdefault.jpgr,https://www.youtube.com/watch?v=0v_usBHmjT0,0v_usBHmjT0,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
65,"Creating, Maintaining & Prioritizing a Product Roadmap",,https://i.ytimg.com/vi/570Rg4PUO24/hqdefault.jpgr,https://www.youtube.com/watch?v=570Rg4PUO24,570Rg4PUO24,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
66,Creating Beautiful Simple Roadmaps,,https://i.ytimg.com/vi/BuA6qQB3vUc/hqdefault.jpgr,https://www.youtube.com/watch?v=BuA6qQB3vUc,BuA6qQB3vUc,YouTube,Product_Roadmap,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
67,How to Manage Cross Functional Teams,,https://i.ytimg.com/vi/PSXNzFiCd5I/hqdefault.jpgr,https://www.youtube.com/watch?v=PSXNzFiCd5I,PSXNzFiCd5I,YouTube,,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
68,Challenges with Cross-functional Teams - Stanford Advanced Project Management,,https://i.ytimg.com/vi/3C-vSl7P3X4/hqdefault.jpgr,https://www.youtube.com/watch?v=3C-vSl7P3X4,3C-vSl7P3X4,YouTube,Cross_Functional_Teams,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
69,Cross-Functional teams,,https://i.ytimg.com/vi/B-1pzaKzYjA/hqdefault.jpgr,https://www.youtube.com/watch?v=B-1pzaKzYjA,B-1pzaKzYjA,YouTube,Cross_Functional_Teams,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
70,"Best Practice in Creating Cross-Functional Teams
",,https://i.ytimg.com/vi/iq3v3fxjHXI/hqdefault.jpgr,https://www.youtube.com/watch?v=iq3v3fxjHXI,iq3v3fxjHXI,YouTube,Cross_Functional_Teams,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
71,Category Management The Cross Functional Team ,,https://i.ytimg.com/vi/MipsEiKssl4/hqdefault.jpgr,https://www.youtube.com/watch?v=MipsEiKssl4,MipsEiKssl4,YouTube,Cross_Functional_Teams,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
72,How To Write A Project Specification,,https://i.ytimg.com/vi/MCXi4KtRTG0/hqdefault.jpgr,https://www.youtube.com/watch?v=MCXi4KtRTG0,MCXi4KtRTG0,YouTube,Cross_Functional_Teams,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
73,Importance of Design Specifications,,https://i.ytimg.com/vi/eOckdCUOrQA/hqdefault.jpgr,https://www.youtube.com/watch?v=eOckdCUOrQA,eOckdCUOrQA,YouTube,Product_Specification,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
74,Sana Commerce - Product specifications,,https://i.ytimg.com/vi/OjRwkszJsoo/hqdefault.jpgr,https://www.youtube.com/watch?v=OjRwkszJsoo,OjRwkszJsoo,YouTube,Product_Specification,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
75,Product Specifications & Quality Control Checks,,https://i.ytimg.com/vi/LoZ8zMxHPIU/hqdefault.jpgr,https://www.youtube.com/watch?v=LoZ8zMxHPIU,LoZ8zMxHPIU,YouTube,Product_Specification,Which One of these is an essential technical skill for a Product Manager,1:Business Acumen|2:Persuassion|3:General fitness,3
